id,city,state,attraction,category,latitude,longitude,visit_date,season,traveler_type,duration_days,rating,sentiment_label,sentiment_score,safety_score,cleanliness_score,crowd_level,cost_bucket,weather_at_visit,had_scam,had_emergency,emergency_services_nearby,review_text
770,Bhopal,Madhya Pradesh,Sanchi Stupa,City,23.2599,77.4126,2023-05-16,Summer,Couple,7,2.8,Neutral,-0.002,6,9,Medium,Mid-range,Rainy,0,0,Hospitals:1;Police:5,Visited Sanchi Stupa in Bhopal as a Couple traveler during Summer. The trip lasted 7 days. I food options were okay. Weather was Rainy and crowd level was Medium. Overall rating 2.8/5.
771,Bengaluru,Karnataka,Lalbagh,City,12.9716,77.5946,2025-06-04,Monsoon,Solo,3,5.0,Positive,0.555,8,3,Medium,Mid-range,Cloudy,0,0,Hospitals:4;Police:1,Visited Lalbagh in Bengaluru as a Solo traveler during Monsoon. The trip lasted 3 days. I found the locals very helpful. Weather was Cloudy and crowd level was Medium. Overall rating 5.0/5.
772,Jim Corbett,Uttarakhand,Garjia Temple,Wildlife,29.53,78.7747,2024-03-12,Summer,Business,7,4.1,Positive,0.796,10,4,High,Mid-range,Cloudy,0,0,Hospitals:13;Police:1,Visited Garjia Temple in Jim Corbett as a Business traveler during Summer. The trip lasted 7 days. I had a wonderful time. Weather was Cloudy and crowd level was High. Overall rating 4.1/5.
773,Chennai,Tamil Nadu,Marina Beach,City,13.0827,80.2707,2025-03-29,Summer,Solo,7,3.9,Neutral,0.102,7,6,Very High,Mid-range,Cloudy,0,0,Hospitals:9;Police:5,Visited Marina Beach in Chennai as a Solo traveler during Summer. The trip lasted 7 days. I nothing extraordinary. Weather was Cloudy and crowd level was Very High. Overall rating 3.9/5.
774,Ooty,Tamil Nadu,Ooty Lake,Hill Station,11.4064,76.6932,2024-09-07,Monsoon,Business,4,2.4,Negative,-0.304,8,6,High,Mid-range,Windy,0,0,Hospitals:12;Police:5,Visited Ooty Lake in Ooty as a Business traveler during Monsoon. The trip lasted 4 days. I faced issues with crowding. Weather was Windy and crowd level was High. Overall rating 2.4/5.
775,Hyderabad,Telangana,Golconda Fort,City,17.385,78.4867,2023-03-13,Summer,Couple,7,4.7,Positive,0.705,7,7,Low,Mid-range,Humid,0,0,Hospitals:1;Police:10,Visited Golconda Fort in Hyderabad as a Couple traveler during Summer. The trip lasted 7 days. I had a wonderful time. Weather was Humid and crowd level was Low. Overall rating 4.7/5.
776,Ahmedabad,Gujarat,Kankaria Lake,City,23.0225,72.5714,2025-08-03,Monsoon,Business,5,4.4,Positive,0.547,9,3,High,Mid-range,Sunny,0,0,Hospitals:4;Police:1,Visited Kankaria Lake in Ahmedabad as a Business traveler during Monsoon. The trip lasted 5 days. I loved the food and culture. Weather was Sunny and crowd level was High. Overall rating 4.4/5.
777,Bengaluru,Karnataka,Cubbon Park,City,12.9716,77.5946,2024-03-03,Summer,Couple,2,3.9,Neutral,-0.043,4,8,Low,Mid-range,Sunny,0,0,Hospitals:7;Police:5,Visited Cubbon Park in Bengaluru as a Couple traveler during Summer. The trip lasted 2 days. I experience was average. Weather was Sunny and crowd level was Low. Overall rating 3.9/5.
778,Mumbai,Maharashtra,Gateway of India,City,19.076,72.8777,2025-04-18,Summer,Couple,1,3.2,Neutral,0.22,9,5,High,Mid-range,Humid,0,0,Hospitals:8;Police:3,Visited Gateway of India in Mumbai as a Couple traveler during Summer. The trip lasted 1 days. I crowd was manageable. Weather was Humid and crowd level was High. Overall rating 3.2/5.
779,Kodaikanal,Tamil Nadu,Pillar Rocks,Hill Station,10.2381,77.4892,2024-05-16,Summer,Solo,4,5.0,Positive,0.734,6,6,High,Luxury,Sunny,0,0,Hospitals:8;Police:6,Visited Pillar Rocks in Kodaikanal as a Solo traveler during Summer. The trip lasted 4 days. I transport was convenient. Weather was Sunny and crowd level was High. Overall rating 5.0/5.
780,Jaipur,Rajasthan,Hawa Mahal,Heritage,26.9124,75.7873,2023-01-28,Winter,Couple,4,4.6,Positive,0.33,6,7,Very High,Budget,Cloudy,0,0,Hospitals:9;Police:4,Visited Hawa Mahal in Jaipur as a Couple traveler during Winter. The trip lasted 4 days. I clean and well-maintained. Weather was Cloudy and crowd level was Very High. Overall rating 4.6/5.
781,Goa,Goa,Calangute Beach,Beach,15.2993,74.124,2024-05-06,Summer,Solo,4,4.5,Positive,0.425,6,8,Medium,Mid-range,Humid,0,0,Hospitals:7;Police:9,Visited Calangute Beach in Goa as a Solo traveler during Summer. The trip lasted 4 days. I had a wonderful time. Weather was Humid and crowd level was Medium. Overall rating 4.5/5.
782,Mumbai,Maharashtra,Gateway of India,City,19.076,72.8777,2024-04-06,Summer,Business,6,3.7,Neutral,0.165,5,8,Medium,Budget,Windy,0,0,Hospitals:6;Police:4,Visited Gateway of India in Mumbai as a Business traveler during Summer. The trip lasted 6 days. I food options were okay. Weather was Windy and crowd level was Medium. Overall rating 3.7/5.
783,Jaisalmer,Rajasthan,Sam Sand Dunes,Desert,26.9157,70.9083,2024-09-11,Monsoon,Solo,7,3.3,Neutral,0.146,8,6,High,Luxury,Windy,0,0,Hospitals:9;Police:4,Visited Sam Sand Dunes in Jaisalmer as a Solo traveler during Monsoon. The trip lasted 7 days. I food options were okay. Weather was Windy and crowd level was High. Overall rating 3.3/5.
784,Gir,Gujarat,Gir National Park,Wildlife,21.124,70.8242,2025-05-29,Summer,Family,4,3.7,Neutral,-0.069,8,5,Medium,Budget,Cloudy,0,0,Hospitals:5;Police:6,Visited Gir National Park in Gir as a Family traveler during Summer. The trip lasted 4 days. I crowd was manageable. Weather was Cloudy and crowd level was Medium. Overall rating 3.7/5.
785,Munnar,Kerala,Top Station,Hill Station,10.0892,77.0595,2025-02-13,Winter,Friends,6,3.4,Neutral,0.161,7,3,Medium,Budget,Sunny,0,0,Hospitals:3;Police:1,Visited Top Station in Munnar as a Friends traveler during Winter. The trip lasted 6 days. I crowd was manageable. Weather was Sunny and crowd level was Medium. Overall rating 3.4/5.
786,Shillong,Meghalaya,Laitlum,Hill Station,25.5788,91.8933,2025-03-21,Summer,Business,7,4.2,Positive,0.711,7,8,Medium,Budget,Windy,1,0,Hospitals:6;Police:2,Visited Laitlum in Shillong as a Business traveler during Summer. The trip lasted 7 days. I loved the food and culture. Weather was Windy and crowd level was Medium. Overall rating 4.2/5.
787,Alleppey,Kerala,Houseboats,Backwaters,9.4981,76.3388,2023-01-05,Winter,Friends,7,5.0,Positive,0.654,8,10,Medium,Mid-range,Humid,0,0,Hospitals:8;Police:3,Visited Houseboats in Alleppey as a Friends traveler during Winter. The trip lasted 7 days. I great for families. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
788,Mumbai,Maharashtra,Gateway of India,City,19.076,72.8777,2025-07-18,Monsoon,Family,3,3.6,Neutral,-0.042,10,9,Medium,Mid-range,Cloudy,0,0,Hospitals:9;Police:4,Visited Gateway of India in Mumbai as a Family traveler during Monsoon. The trip lasted 3 days. I food options were okay. Weather was Cloudy and crowd level was Medium. Overall rating 3.6/5.
789,Rann of Kutch,Gujarat,White Desert,Desert,23.7337,69.8597,2024-07-10,Monsoon,Business,2,2.7,Neutral,0.065,6,6,High,Budget,Windy,0,0,Hospitals:1;Police:6,Visited White Desert in Rann of Kutch as a Business traveler during Monsoon. The trip lasted 2 days. I crowd was manageable. Weather was Windy and crowd level was High. Overall rating 2.7/5.
790,Bhopal,Madhya Pradesh,Upper Lake,City,23.2599,77.4126,2024-05-31,Summer,Friends,4,4.5,Positive,0.354,6,10,Very High,Budget,Humid,0,0,Hospitals:1;Police:3,Visited Upper Lake in Bhopal as a Friends traveler during Summer. The trip lasted 4 days. I great value for money. Weather was Humid and crowd level was Very High. Overall rating 4.5/5.
791,Bhopal,Madhya Pradesh,Sanchi Stupa,City,23.2599,77.4126,2024-09-25,Monsoon,Family,6,2.5,Negative,-0.714,9,8,Very High,Budget,Humid,1,0,Hospitals:2;Police:6,Visited Sanchi Stupa in Bhopal as a Family traveler during Monsoon. The trip lasted 6 days. I had trouble finding transport. Weather was Humid and crowd level was Very High. Overall rating 2.5/5.
792,Munnar,Kerala,Tea Museum,Hill Station,10.0892,77.0595,2025-09-20,Monsoon,Solo,6,3.6,Neutral,-0.049,6,6,Medium,Mid-range,Cold,0,0,Hospitals:3;Police:1,Visited Tea Museum in Munnar as a Solo traveler during Monsoon. The trip lasted 6 days. I basic amenities available. Weather was Cold and crowd level was Medium. Overall rating 3.6/5.
793,Kolkata,West Bengal,Victoria Memorial,City,22.5726,88.3639,2024-11-03,Autumn,Family,7,3.7,Neutral,0.186,5,4,Medium,Luxury,Humid,0,0,Hospitals:10;Police:2,Visited Victoria Memorial in Kolkata as a Family traveler during Autumn. The trip lasted 7 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 3.7/5.
794,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2023-03-10,Summer,Business,6,4.8,Positive,0.694,7,9,Low,Budget,Cloudy,0,0,Hospitals:3;Police:8,Visited Raneh Falls in Khajuraho as a Business traveler during Summer. The trip lasted 6 days. I loved the food and culture. Weather was Cloudy and crowd level was Low. Overall rating 4.8/5.
795,Mysuru,Karnataka,Mysore Palace,Heritage,12.2958,76.6394,2023-09-13,Monsoon,Couple,2,2.4,Negative,-0.875,8,5,High,Budget,Cold,0,0,Hospitals:12;Police:1,Visited Mysore Palace in Mysuru as a Couple traveler during Monsoon. The trip lasted 2 days. I cleanliness could be better. Weather was Cold and crowd level was High. Overall rating 2.4/5.
796,Mumbai,Maharashtra,Gateway of India,City,19.076,72.8777,2023-11-07,Autumn,Business,1,4.9,Positive,0.513,10,5,Medium,Mid-range,Rainy,0,0,Hospitals:9;Police:10,Visited Gateway of India in Mumbai as a Business traveler during Autumn. The trip lasted 1 days. I scenic views were breathtaking. Weather was Rainy and crowd level was Medium. Overall rating 4.9/5.
797,Rishikesh,Uttarakhand,Laxman Jhula,Adventure,30.0869,78.2676,2023-01-27,Winter,Couple,6,4.2,Positive,0.59,7,8,Low,Mid-range,Windy,0,0,Hospitals:9;Police:7,Visited Laxman Jhula in Rishikesh as a Couple traveler during Winter. The trip lasted 6 days. I great value for money. Weather was Windy and crowd level was Low. Overall rating 4.2/5.
798,Mount Abu,Rajasthan,Nakki Lake,Hill Station,24.5925,72.7156,2024-03-16,Summer,Business,7,3.4,Neutral,0.042,7,5,High,Mid-range,Windy,0,0,Hospitals:4;Police:3,Visited Nakki Lake in Mount Abu as a Business traveler during Summer. The trip lasted 7 days. I experience was average. Weather was Windy and crowd level was High. Overall rating 3.4/5.
799,Mount Abu,Rajasthan,Nakki Lake,Hill Station,24.5925,72.7156,2024-01-01,Winter,Business,4,2.9,Neutral,0.11,6,6,High,Budget,Cloudy,0,0,Hospitals:5;Police:5,Visited Nakki Lake in Mount Abu as a Business traveler during Winter. The trip lasted 4 days. I had to wait a bit. Weather was Cloudy and crowd level was High. Overall rating 2.9/5.
800,Puri,Odisha,Jagannath Temple,Coastal,19.8135,85.8312,2023-02-10,Winter,Friends,1,4.7,Positive,0.641,2,8,Medium,Budget,Rainy,0,0,Hospitals:5;Police:3,Visited Jagannath Temple in Puri as a Friends traveler during Winter. The trip lasted 1 days. I great for families. Weather was Rainy and crowd level was Medium. Overall rating 4.7/5.
801,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2025-03-24,Summer,Solo,3,4.1,Positive,0.566,6,6,Medium,Mid-range,Sunny,0,0,Hospitals:9;Police:5,Visited Triveni Ghat in Rishikesh as a Solo traveler during Summer. The trip lasted 3 days. I found the locals very helpful. Weather was Sunny and crowd level was Medium. Overall rating 4.1/5.
802,Kolkata,West Bengal,Dakshineswar,City,22.5726,88.3639,2023-09-19,Monsoon,Couple,4,3.9,Neutral,0.014,8,6,High,Mid-range,Cold,0,0,Hospitals:2;Police:4,Visited Dakshineswar in Kolkata as a Couple traveler during Monsoon. The trip lasted 4 days. I experience was average. Weather was Cold and crowd level was High. Overall rating 3.9/5.
803,Mahabalipuram,Tamil Nadu,Shore Temple,Heritage,12.6208,80.192,2024-05-12,Summer,Family,1,4.7,Positive,0.562,7,8,High,Mid-range,Cloudy,0,0,Hospitals:3;Police:3,Visited Shore Temple in Mahabalipuram as a Family traveler during Summer. The trip lasted 1 days. I loved the food and culture. Weather was Cloudy and crowd level was High. Overall rating 4.7/5.
804,Pondicherry,Puducherry,Promenade Beach,Coastal,11.9416,79.8083,2023-02-06,Winter,Couple,3,4.4,Positive,0.821,4,6,Very High,Luxury,Sunny,0,1,Hospitals:8;Police:2,Visited Promenade Beach in Pondicherry as a Couple traveler during Winter. The trip lasted 3 days. I great value for money. Weather was Sunny and crowd level was Very High. Overall rating 4.4/5.
805,Jaipur,Rajasthan,Hawa Mahal,Heritage,26.9124,75.7873,2024-12-24,Winter,Business,7,2.4,Negative,-0.4,5,6,Medium,Mid-range,Sunny,0,0,Hospitals:5;Police:7,Visited Hawa Mahal in Jaipur as a Business traveler during Winter. The trip lasted 7 days. I felt unsafe at night. Weather was Sunny and crowd level was Medium. Overall rating 2.4/5.
806,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2023-04-15,Summer,Solo,6,4.5,Positive,0.791,5,8,Medium,Luxury,Windy,0,0,Hospitals:8;Police:8,Visited Raneh Falls in Khajuraho as a Solo traveler during Summer. The trip lasted 6 days. I great value for money. Weather was Windy and crowd level was Medium. Overall rating 4.5/5.
807,Nainital,Uttarakhand,Snow View,Hill Station,29.3919,79.4542,2024-11-22,Autumn,Business,4,5.0,Positive,0.59,2,4,Low,Luxury,Rainy,0,0,Hospitals:18;Police:7,Visited Snow View in Nainital as a Business traveler during Autumn. The trip lasted 4 days. I found the locals very helpful. Weather was Rainy and crowd level was Low. Overall rating 5.0/5.
808,Hyderabad,Telangana,Golconda Fort,City,17.385,78.4867,2023-01-23,Winter,Couple,7,2.7,Neutral,-0.064,5,5,Low,Mid-range,Windy,0,0,Hospitals:5;Police:2,Visited Golconda Fort in Hyderabad as a Couple traveler during Winter. The trip lasted 7 days. I crowd was manageable. Weather was Windy and crowd level was Low. Overall rating 2.7/5.
809,Gir,Gujarat,Kamleshwar Dam,Wildlife,21.124,70.8242,2025-09-27,Monsoon,Friends,3,3.1,Neutral,0.22,6,6,Medium,Mid-range,Rainy,0,0,Hospitals:4;Police:6,Visited Kamleshwar Dam in Gir as a Friends traveler during Monsoon. The trip lasted 3 days. I nothing extraordinary. Weather was Rainy and crowd level was Medium. Overall rating 3.1/5.
810,Rishikesh,Uttarakhand,Neer Garh Waterfall,Adventure,30.0869,78.2676,2023-09-02,Monsoon,Business,5,3.4,Neutral,-0.121,6,6,Medium,Mid-range,Cold,0,0,Hospitals:9;Police:2,Visited Neer Garh Waterfall in Rishikesh as a Business traveler during Monsoon. The trip lasted 5 days. I nothing extraordinary. Weather was Cold and crowd level was Medium. Overall rating 3.4/5.
811,Ooty,Tamil Nadu,Botanical Gardens,Hill Station,11.4064,76.6932,2025-05-08,Summer,Business,1,3.1,Neutral,-0.146,5,8,Medium,Mid-range,Humid,0,0,Hospitals:3;Police:1,Visited Botanical Gardens in Ooty as a Business traveler during Summer. The trip lasted 1 days. I crowd was manageable. Weather was Humid and crowd level was Medium. Overall rating 3.1/5.
812,Hyderabad,Telangana,Hussain Sagar,City,17.385,78.4867,2024-07-05,Monsoon,Family,1,2.7,Neutral,0.104,8,6,High,Mid-range,Cloudy,0,0,Hospitals:7;Police:9,Visited Hussain Sagar in Hyderabad as a Family traveler during Monsoon. The trip lasted 1 days. I crowd was manageable. Weather was Cloudy and crowd level was High. Overall rating 2.7/5.
813,Agra,Uttar Pradesh,Mehtab Bagh,Monument,27.1751,78.0421,2023-01-13,Winter,Business,6,3.5,Neutral,0.151,7,7,Low,Mid-range,Cold,0,0,Hospitals:5;Police:7,Visited Mehtab Bagh in Agra as a Business traveler during Winter. The trip lasted 6 days. I food options were okay. Weather was Cold and crowd level was Low. Overall rating 3.5/5.
814,Delhi,Delhi,India Gate,City,28.6139,77.209,2023-07-21,Monsoon,Business,2,2.8,Neutral,-0.036,6,3,Low,Budget,Cold,0,0,Hospitals:4;Police:7,Visited India Gate in Delhi as a Business traveler during Monsoon. The trip lasted 2 days. I basic amenities available. Weather was Cold and crowd level was Low. Overall rating 2.8/5.
815,Kolkata,West Bengal,Dakshineswar,City,22.5726,88.3639,2024-12-05,Winter,Business,5,3.7,Neutral,0.039,2,5,Medium,Budget,Humid,1,0,Hospitals:15;Police:7,Visited Dakshineswar in Kolkata as a Business traveler during Winter. The trip lasted 5 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 3.7/5.
816,Manali,Himachal Pradesh,Rohtang Pass,Mountain,32.2432,77.1892,2024-03-01,Summer,Solo,6,4.7,Positive,0.923,8,7,High,Mid-range,Rainy,0,0,Hospitals:12;Police:3,Visited Rohtang Pass in Manali as a Solo traveler during Summer. The trip lasted 6 days. I loved the food and culture. Weather was Rainy and crowd level was High. Overall rating 4.7/5.
817,Chennai,Tamil Nadu,Marina Beach,City,13.0827,80.2707,2024-07-29,Monsoon,Solo,5,5.0,Positive,0.736,9,8,Medium,Mid-range,Humid,0,0,Hospitals:13;Police:3,Visited Marina Beach in Chennai as a Solo traveler during Monsoon. The trip lasted 5 days. I great value for money. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
818,Agra,Uttar Pradesh,Agra Fort,Monument,27.1751,78.0421,2025-04-14,Summer,Couple,2,4.2,Positive,0.805,4,4,Medium,Budget,Windy,0,0,Hospitals:9;Police:2,Visited Agra Fort in Agra as a Couple traveler during Summer. The trip lasted 2 days. I loved the food and culture. Weather was Windy and crowd level was Medium. Overall rating 4.2/5.
819,Varanasi,Uttar Pradesh,Kashi Vishwanath,Spiritual,25.3176,82.9739,2023-07-11,Monsoon,Family,4,3.1,Neutral,0.013,7,7,Medium,Budget,Windy,0,0,Hospitals:16;Police:5,Visited Kashi Vishwanath in Varanasi as a Family traveler during Monsoon. The trip lasted 4 days. I experience was average. Weather was Windy and crowd level was Medium. Overall rating 3.1/5.
820,Agra,Uttar Pradesh,Taj Mahal,Monument,27.1751,78.0421,2024-06-11,Monsoon,Friends,6,4.5,Positive,0.328,3,9,High,Budget,Windy,0,0,Hospitals:18;Police:8,Visited Taj Mahal in Agra as a Friends traveler during Monsoon. The trip lasted 6 days. I clean and well-maintained. Weather was Windy and crowd level was High. Overall rating 4.5/5.
821,Rann of Kutch,Gujarat,White Desert,Desert,23.7337,69.8597,2023-08-02,Monsoon,Friends,4,4.2,Positive,0.936,5,6,High,Budget,Humid,0,0,Hospitals:15;Police:5,Visited White Desert in Rann of Kutch as a Friends traveler during Monsoon. The trip lasted 4 days. I clean and well-maintained. Weather was Humid and crowd level was High. Overall rating 4.2/5.
822,Ooty,Tamil Nadu,Doddabetta Peak,Hill Station,11.4064,76.6932,2023-03-20,Summer,Friends,3,3.6,Neutral,0.092,6,7,Low,Mid-range,Humid,0,0,Hospitals:1;Police:6,Visited Doddabetta Peak in Ooty as a Friends traveler during Summer. The trip lasted 3 days. I experience was average. Weather was Humid and crowd level was Low. Overall rating 3.6/5.
823,Puri,Odisha,Chilika Lake,Coastal,19.8135,85.8312,2023-02-27,Winter,Couple,2,5.0,Positive,0.483,10,6,Medium,Mid-range,Humid,0,0,Hospitals:10;Police:2,Visited Chilika Lake in Puri as a Couple traveler during Winter. The trip lasted 2 days. I felt safe most of the time. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
824,Varanasi,Uttar Pradesh,Dashashwamedh Ghat,Spiritual,25.3176,82.9739,2025-08-05,Monsoon,Family,6,3.8,Neutral,0.09,10,7,Low,Budget,Rainy,0,0,Hospitals:6;Police:8,Visited Dashashwamedh Ghat in Varanasi as a Family traveler during Monsoon. The trip lasted 6 days. I experience was average. Weather was Rainy and crowd level was Low. Overall rating 3.8/5.
825,Kochi,Kerala,Fort Kochi,Coastal,9.9312,76.2673,2025-08-01,Monsoon,Solo,4,3.6,Neutral,-0.025,6,10,High,Mid-range,Cloudy,0,0,Hospitals:9;Police:1,Visited Fort Kochi in Kochi as a Solo traveler during Monsoon. The trip lasted 4 days. I basic amenities available. Weather was Cloudy and crowd level was High. Overall rating 3.6/5.
826,Udaipur,Rajasthan,City Palace,Heritage,24.5854,73.7125,2023-12-23,Winter,Solo,5,3.2,Neutral,-0.058,7,6,High,Budget,Sunny,0,0,Hospitals:2;Police:7,Visited City Palace in Udaipur as a Solo traveler during Winter. The trip lasted 5 days. I had to wait a bit. Weather was Sunny and crowd level was High. Overall rating 3.2/5.
827,Pondicherry,Puducherry,Promenade Beach,Coastal,11.9416,79.8083,2024-10-31,Autumn,Business,6,3.2,Neutral,0.184,8,10,High,Luxury,Windy,0,0,Hospitals:1;Police:3,Visited Promenade Beach in Pondicherry as a Business traveler during Autumn. The trip lasted 6 days. I food options were okay. Weather was Windy and crowd level was High. Overall rating 3.2/5.
828,Jaipur,Rajasthan,Amber Fort,Heritage,26.9124,75.7873,2024-06-02,Monsoon,Couple,2,5.0,Positive,0.888,7,6,High,Budget,Cloudy,0,0,Hospitals:6;Police:5,Visited Amber Fort in Jaipur as a Couple traveler during Monsoon. The trip lasted 2 days. I scenic views were breathtaking. Weather was Cloudy and crowd level was High. Overall rating 5.0/5.
829,Mumbai,Maharashtra,Gateway of India,City,19.076,72.8777,2024-02-23,Winter,Family,2,4.5,Positive,0.353,5,10,Medium,Luxury,Cloudy,0,0,Hospitals:4;Police:1,Visited Gateway of India in Mumbai as a Family traveler during Winter. The trip lasted 2 days. I loved the food and culture. Weather was Cloudy and crowd level was Medium. Overall rating 4.5/5.
830,Rann of Kutch,Gujarat,Handicraft Villages,Desert,23.7337,69.8597,2024-04-22,Summer,Business,2,3.5,Neutral,-0.113,5,7,Medium,Budget,Windy,0,0,Hospitals:6;Police:7,Visited Handicraft Villages in Rann of Kutch as a Business traveler during Summer. The trip lasted 2 days. I nothing extraordinary. Weather was Windy and crowd level was Medium. Overall rating 3.5/5.
831,Bhopal,Madhya Pradesh,Sanchi Stupa,City,23.2599,77.4126,2023-11-30,Autumn,Family,2,4.8,Positive,0.495,5,10,Very High,Budget,Cloudy,0,0,Hospitals:4;Police:2,Visited Sanchi Stupa in Bhopal as a Family traveler during Autumn. The trip lasted 2 days. I transport was convenient. Weather was Cloudy and crowd level was Very High. Overall rating 4.8/5.
832,Mysuru,Karnataka,Mysore Palace,Heritage,12.2958,76.6394,2025-02-13,Winter,Friends,7,4.5,Positive,0.789,8,7,Medium,Luxury,Humid,0,0,Hospitals:8;Police:1,Visited Mysore Palace in Mysuru as a Friends traveler during Winter. The trip lasted 7 days. I great for families. Weather was Humid and crowd level was Medium. Overall rating 4.5/5.
833,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2024-08-01,Monsoon,Family,6,2.9,Neutral,0.055,9,7,Medium,Luxury,Humid,0,0,Hospitals:8;Police:4,Visited Solang Valley in Manali as a Family traveler during Monsoon. The trip lasted 6 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 2.9/5.
834,Goa,Goa,Calangute Beach,Beach,15.2993,74.124,2023-05-31,Summer,Business,2,4.7,Positive,0.333,5,7,High,Budget,Cloudy,0,0,Hospitals:9;Police:3,Visited Calangute Beach in Goa as a Business traveler during Summer. The trip lasted 2 days. I clean and well-maintained. Weather was Cloudy and crowd level was High. Overall rating 4.7/5.
835,Mysuru,Karnataka,Mysore Palace,Heritage,12.2958,76.6394,2024-12-23,Winter,Couple,5,3.2,Neutral,-0.112,6,8,Medium,Budget,Windy,0,0,Hospitals:2;Police:3,Visited Mysore Palace in Mysuru as a Couple traveler during Winter. The trip lasted 5 days. I crowd was manageable. Weather was Windy and crowd level was Medium. Overall rating 3.2/5.
836,Alleppey,Kerala,Backwaters,Backwaters,9.4981,76.3388,2023-04-15,Summer,Friends,2,3.6,Neutral,0.034,6,3,High,Budget,Rainy,0,0,Hospitals:12;Police:5,Visited Backwaters in Alleppey as a Friends traveler during Summer. The trip lasted 2 days. I experience was average. Weather was Rainy and crowd level was High. Overall rating 3.6/5.
837,Jaisalmer,Rajasthan,Sam Sand Dunes,Desert,26.9157,70.9083,2024-11-06,Autumn,Friends,1,5.0,Positive,0.86,8,7,Medium,Budget,Sunny,0,0,Hospitals:1;Police:4,Visited Sam Sand Dunes in Jaisalmer as a Friends traveler during Autumn. The trip lasted 1 days. I transport was convenient. Weather was Sunny and crowd level was Medium. Overall rating 5.0/5.
838,Kargil,Ladakh,Mulbekh,Mountain,34.5563,76.1269,2024-02-08,Winter,Friends,2,3.8,Neutral,0.013,5,6,High,Luxury,Rainy,0,0,Hospitals:13;Police:7,Visited Mulbekh in Kargil as a Friends traveler during Winter. The trip lasted 2 days. I crowd was manageable. Weather was Rainy and crowd level was High. Overall rating 3.8/5.
839,Udaipur,Rajasthan,Lake Pichola,Heritage,24.5854,73.7125,2024-01-08,Winter,Couple,3,2.3,Negative,-0.447,10,6,Medium,Budget,Sunny,0,0,Hospitals:6;Police:6,Visited Lake Pichola in Udaipur as a Couple traveler during Winter. The trip lasted 3 days. I service quality was inconsistent. Weather was Sunny and crowd level was Medium. Overall rating 2.3/5.
840,Kochi,Kerala,Chinese Fishing Nets,Coastal,9.9312,76.2673,2024-06-01,Monsoon,Friends,7,3.6,Neutral,-0.005,6,7,High,Mid-range,Cloudy,0,0,Hospitals:3;Police:6,Visited Chinese Fishing Nets in Kochi as a Friends traveler during Monsoon. The trip lasted 7 days. I basic amenities available. Weather was Cloudy and crowd level was High. Overall rating 3.6/5.
841,Munnar,Kerala,Eravikulam NP,Hill Station,10.0892,77.0595,2025-08-20,Monsoon,Solo,5,2.8,Neutral,0.176,6,8,Very High,Budget,Windy,0,0,Hospitals:7;Police:4,Visited Eravikulam NP in Munnar as a Solo traveler during Monsoon. The trip lasted 5 days. I crowd was manageable. Weather was Windy and crowd level was Very High. Overall rating 2.8/5.
842,Nainital,Uttarakhand,Naini Lake,Hill Station,29.3919,79.4542,2025-05-24,Summer,Solo,6,4.1,Positive,0.717,8,7,Medium,Budget,Cold,0,0,Hospitals:4;Police:1,Visited Naini Lake in Nainital as a Solo traveler during Summer. The trip lasted 6 days. I great value for money. Weather was Cold and crowd level was Medium. Overall rating 4.1/5.
843,Rann of Kutch,Gujarat,Handicraft Villages,Desert,23.7337,69.8597,2024-12-30,Winter,Couple,7,2.6,Neutral,-0.101,9,6,Low,Mid-range,Sunny,0,0,Hospitals:6;Police:3,Visited Handicraft Villages in Rann of Kutch as a Couple traveler during Winter. The trip lasted 7 days. I had to wait a bit. Weather was Sunny and crowd level was Low. Overall rating 2.6/5.
844,Udaipur,Rajasthan,Jag Mandir,Heritage,24.5854,73.7125,2023-10-26,Autumn,Friends,4,4.4,Positive,0.582,8,4,Medium,Mid-range,Windy,1,0,Hospitals:8;Police:2,Visited Jag Mandir in Udaipur as a Friends traveler during Autumn. The trip lasted 4 days. I great for families. Weather was Windy and crowd level was Medium. Overall rating 4.4/5.
845,Mahabalipuram,Tamil Nadu,Arjuna's Penance,Heritage,12.6208,80.192,2024-11-14,Autumn,Couple,3,3.3,Neutral,0.064,9,5,High,Mid-range,Rainy,0,0,Hospitals:7;Police:5,Visited Arjuna's Penance in Mahabalipuram as a Couple traveler during Autumn. The trip lasted 3 days. I food options were okay. Weather was Rainy and crowd level was High. Overall rating 3.3/5.
846,Goa,Goa,Calangute Beach,Beach,15.2993,74.124,2023-09-24,Monsoon,Solo,6,4.7,Positive,0.478,5,5,Medium,Mid-range,Cold,0,0,Hospitals:3;Police:2,Visited Calangute Beach in Goa as a Solo traveler during Monsoon. The trip lasted 6 days. I great for families. Weather was Cold and crowd level was Medium. Overall rating 4.7/5.
